Year	site	total	ALIN	ALLI1	AMAR1	AMCH	AMFI	APRA	ARAD	ARGL	ARHA	ARIS1	ARLO	ARNE	ARPA	ARPE	ARPU	ARPU1	ARTE	ARTE1	ARWR	ASCR	ASNU	ASSU	ASTE	ASTE1	ASTE2	ASTR1	BAAB	BABI	BAMU	BAPE	BOAR	BOCU	BOER	BOER1	BOSP	BOTO	BRAS1	CABA	CACH	CAJA	CAWR	CHCO	CHIN	CHST	COCO	CRAN	CRCR	CRMI	CRPO	CRPT	CRYP1	DAPU	DECO	DEPI	DEVI	DICA	DIWI	ERAB	ERAN	ERBE	ERCA	ERDI	ERDV	ERIG1	ERLE	ERPU	ERRO	ERTE	ERTR	ESME	EUAL	EUDE	EUGL	EUMI	EUPH1	EUSE	EUSR	EVNU	GAPI	GIFL	GILI1	GSDL1	HAGR	HEAN	HECI	HELI1	HEPE	HODR	HOGL	HYFL	HYOD	HYVE	IVAM	KALL1	KRAM1	LARE	LEER	LEFE	LEGO	LELA	LEPI1	LESQ1	LEVI	LIBI	LIVE	LONE	LUCO	MAFE	MAPI	MATA	MEAL	MELE	MENT1	MEPU	MILI	MOCE	MUAR	MUPO	NAHI	NYCT1	OEAL	OENO1	OEPR	PAHA	PENA	PEPA	PHAC1	PHCO	PHIN	PLPA	PSTA	RANE	SACY	SAHA	SAKA	SCAR	SCBR	SELE	SELO	SOEL	SPCC	SPHA1	SPIN	SPOR1	SPSU	SPVEG	STAR	STEP1	STEX	STPA	TAAN	TAAU	TALI1	TECO	TILA	TOAN	UKFO1	UKFO2	UKFO3	UKGR1	UKGS1	VEEN	VEWR	VUOC	XASA	XASP	XATE
1989	IBPE	191.166	0	0	0	0	0	0	0	0	0	0	0.084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.999	0.009	0	0	0	151.362	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.094	0	0.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043	0	0	0	0	0	0	0	0	0	0	25.739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	IBPE	420.961	0.076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.451	0	0	0	0	0	0	0	0	0	0	0	0	0	388.109	0	0	0	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.471	0	0	0	0.057	0	0	0	0	0.062	0	0	0	0	0	30.696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	IBPE	352.98	0	0	0	0	0	8.175	0	0	0	0	0	0	0	0	0	0	0	0	1.873	0	0	0	0.053	0	0	0	0	0	0.174	0	0	0	313.257	0	0	0	0	0	0	0	0	0	0.09	0	0	1.267	10.542	0	0	0	0	0	0	0	0	0	0.099	0.036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.431	0.287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	IBPE	347.295	1.58	0	0	0	0	5.306	0	0	0	0	0	0	0	0	0	0	0	0	2.636	0	0	0	0	0	0	0	0	0	0	0	0	0	259.194	0	0	0	0	0	0	0	0	0	0	0	0	0.251	0.753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.52	0	0	0	0	0	61.961	0	0	0	0	0	1.086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	IBPE	379.028	0	0	0	0	0	43.57	0	2.442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.248	0	0	0	255.638	0	0	0	0	0	0	0	0	0	0.047	0	0	6.06	29.367	0	0	0	0	0	0	0.552	0	0	0.181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052	0	0.178	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0.392	0	0	0	0	0	0	0	0	0	0	0	0	0	21.724	0	0	0	0	0	0	0	0	0	0	0	0.378	0	0	0	0.194	0	0	0	0	0.328	0	0	0	10.305	0	6.587	0	0	0.697	0	0	0	0	0	0	0	0.085	0	0	0	0	0	0	0	0	0	0
1994	IBPE	373.544	0	0	0	0	0	0	0	0	0	0.833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364.703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	IBPE	442.334	0	0	0	0	0	5.267	0	0	0	0.458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.132	0	0	0	0	0	0	0	0	0	0.144	0	0	0	231.924	0	0	0	0	0	0	50.492	0	0	1.496	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058	0	0	0	0	0.603	0	0	0	0	0	0	0	0	0	0	1.294	0.016	0	0	0	0	0	0	0	0	0	0	0	0	28.552	0	0	0	0	36.867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1996	IBPE	116.624	0	0	0	0	0	0	0	0	0	0.069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116.474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.023	0	0.056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	IBPE	177.366	0	0	0	0	0	3.258	0	0	0	0	0	0.486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	154.317	0	0	0	0	0	0	0	0	0	0.096	0	0	13.994	0	0.1	0	0	0.579	0	0	0	0	0	0.725	0.042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071	0	0	0.027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.431	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0.078	0	2.913	0	0	0.123	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	IBPE	194.043	0	0	0	0	0	0	0	0	0	0	0	2.879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182.485	0	0	0	0	1.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23	1.174	0	4.544	0	0	0.887	0	0	0	0	0	0.031	0	0	0	0	0	0	0	0	0	0	0	0
1999	IBPE	141.93	0	0	0	0	0	0.687	0	0	0	2.359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123.393	0	0	0	0	0	0	0	0	0	0	0	0	0	12.801	0	0	0	0	0	0.208	1.03	0.014	0	0.725	0.083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0.069	0	0	0	0	0.111	0	0	0	0	0	0	0	0	0	0	0.431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	IBPE	93.049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.181	0	0	0	0	0.066	0	0	0	0	0	0	0	0	7.53	0	0	0	0	0	0.042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	IBPE	348.306	0	0	0	0	0	12.877	0	0	0	0	0	0	0	0	3.608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.058	0	0	0	0	0.459	0	0	0	0	0	0	0	0	0	1.112	0	0	61.557	0	0.062	92.961	0	0	20.147	0.651	0.408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0.771	0	0	0	0	0	0	0	0	0	0	0.431	0	0	0	0	0	0	0	0	0	0	0	0.014	0	2.087	0	0	0	0	0	0	0	0	0	0.081	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	IBPE	230.517	0	0	0	0	0	0.07	0	0	0	7.077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215.04	0	0	0	0	0.393	0	0	0	0	0	0	0	0	0	0.005	0.017	0	0.161	0	0	0	0	0	0.736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	IBPE	724.161	0	0	0	0	0	1.835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430.174	0	0	0	0	0	0	0	0	0	0	0	0	0.13	271.08	0.276	0	0	0.567	0	0.542	19.343	0	0	0	0.151	0.063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	IBPE	159.795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156.741	0	0	0	0	0	0	0	0	0	0.006	0	0	0.023	2.259	0.401	0	0	0.008	0	0.079	0	0	0	0	0.078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103	0	0	0	0	0	0	0	0	0	0	0	0
2005	IBPE	490.179	0	0	0	0	0	91.544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.217	0	0	0	0	0	0	0	0	0	0	0	46.104	0	0	0	0	0	0	0	0	0	0	0	0	5.028	97.89	1.363	0	0	0	0	0.374	79.713	0	0	69.209	0.772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.084	0	0	0	0	0	0	0	0	0	0	2.157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.984	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0	0	0	0
2006	IBPE	73.482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	IBPE	539.551	0	0	0	0	0	169.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.036	0	0	0	0	0	0	0	0	0	0	0	84.693	0	0	0	0	0.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.243	0	0	0	237.693	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.902	0	0	0	0	0	0	0	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.859	0	0.01	0	0	0	0	0	0	0	0	11.645	0.172	0	0	0	0	0	0	0	0	0	0	0	0.052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	IBPE	128.402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128.324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	IBPE1	176.359	0	0	0	0	0	0	0	0	0	0	13.182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.527	3.59	0	0	0	27.47	0	0.001	0	0	0	0	0	0	0	0	0	0	10.677	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0	0	0	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.431	0	0	0	0	10.607	0	0	0	0	0	0	0	0	0	0	49.81	0	0	0	0	0	0	0	0	0	0	0.128	0	0	0	0	0	0	0	0	0	0
1990	IBPE1	123.593	0.032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.516	0	0	0	0	0	0	0	0	0	0	0	0	0	62.357	0	0	0	0	0.065	0	0	0	0	0	0	0	0.022	0	0	0	0	0	0	0	0	0	0	0.577	0	0	0	0	0	0	0	0	0.865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049	0	0	0	7.174	0	0	0	0	0	0	0	0.259	0	0	39.617	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	IBPE1	175.384	0.025	0	0	0	0	8.91	0	0	0	0	0	0	0	0	0	0	0	0	3.885	0	0	0	0	0	0	0	0	0	0.068	0	0	0	54.668	0	0	0	0	0.101	0	0	0	0	0.013	0	0	0.405	52.71	0	0	0	0	0	0	0	0	0	0.261	0	0	0	0	0	0	0	0	0.819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.648	0	0	0	0	0	0	0	0	0	0	0	0.793	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	51.937	0	0	0	0	0	0	0	0	0	0	0.041	0	0	0	0	0	0	0	0	0	0
1992	IBPE1	327.665	2.023	0	0	0	0	29.337	0	0	8.233	0	0	0	0	0	0	0	0	0	4.523	0	0	0	0	0	0	0	0	0	0	0	0	0	127.36	0	0	0	0	0.478	0	0	0	0	0	0	0	0	6.777	0	0	0	0	0	0	0	0	0	0.289	0	0	0	0	0	0	0	0	2.029	0	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.951	0	0	0	2.367	0	0	2.774	0	0	0	0	0	0	0.054	83.219	0	0	0	0	0	0	0	2.053	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	IBPE1	293.939	0	0	0	0	0	24.451	0	4.252	0	0	0	0	0	0	0	0	0.876	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	84.305	0	0	0	0	0.108	0	0	0	0	0.003	0	0	24.124	0	0	0	0	0	0	0	0	0	0	0.007	0	0	0	0	0	0	0	0	0.525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018	0	0	0	0	0.033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126	0	0	0	0	0	0	0	0	0	0	0	0	0	23.267	0	0	0	0	0	0	0	0	0	0	0	61.647	0	0	0	0.2	0	0	0	0	0	2.134	0	0	9.444	0	57.511	0	0	0	0	0	0	0	0.821	0	0	0.005	0	0	0	0	0	0	0	0.052	0	0
1994	IBPE1	208.538	0	0	0	0	0	0	0	0	1.423	0.902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171.693	0	0	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074	0	0	0	0.019	0	0	0	0	0	0	0	0	24.04	0.02	10.24	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	IBPE1	462.581	0	0	0	0	0	1.147	0	0	0	0.069	0	0	0	0	0.18	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0.042	0	0	0	29.463	0	0	0	0	0.078	0	0	0	0	0.056	0	0	0	395.325	0	0	0	0	0	0	18.895	0	0	9.243	0.046	0.047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041	0	0	0	0	0	0	0	0	0.017	0	0	0	0	0.074	0	0	0	0	0	0	0	0	0	0	0	0.499	0	0	0	0.014	0	0	0	0	0	0	0	0	6.04	0.231	0	0	0	0.949	0	0	0	0	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0
1996	IBPE1	48.74	0	0	0	0	0	0	0	0	0	0.028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.079	0	0	0	0	0.055	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031	0	0	0	0	0	0	0	0	0	0	0	0	0.261	0.018	0.243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	IBPE1	53.523	0	0	0	0	0	1.172	0	0	0	0.083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161	0	0	0	31.368	0	0	0	0	0.093	0	0	0	0	0.015	0	0	4.746	0	0	0	0	0	0	0	0	0	0	4.42	0	0.157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0.111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047	0	0	0	0	0	0	0	0	0	0	0	0	0.035	0.018	9.861	0	0	0	0	0	0	0	0.448	0	0	0.002	0	0	0	0	0	0	0	0	0	0
1998	IBPE1	99.557	0	0	0	0	0	0	0	0	0	0.139	0	0	0	0	1.249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.023	0	0	0	0	2.052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	IBPE1	13.161	0	0	0	0	0	0.289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016	0	0	0	8.842	0	0	0	0	0.169	0	0	0	0	0	0	0	0	0.753	0	0	0	0.009	0	0	0.089	0	0	2.291	0.097	0.031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0.513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0
2000	IBPE1	53.177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.194	0	0	0	0	1.639	0	0	0	0	0	0	0	0	18.072	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	IBPE1	213.611	0	0.095	0	0	0	4.864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013	0	0.005	0	0	0	0	0	0.035	0	0	0	60.396	0.007	0	0	0	2.84	0	0	0	0	0.001	0	0	0	0	0.167	0	0	65.173	0.566	0	48.114	0	0	19.93	1.025	1.165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.515	0	0	0	0	0	0	0	0.008	0	0	0	0	0	5.003	0	0	0	0	0	0	0	0	0	0	0	0.108	0	0	0	0	0	0	0	0	0	0	0	0	2.348	0	0.783	0	0	0	0	0	0	0	0.448	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	IBPE1	59.433	0	0	0	0	0	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	54.361	0	0	0	0	0.799	0	0	0	0	0	0	0	0	0	0	0.117	0	0.013	0	0.453	0	0	0	0.071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	3.5	0	0.043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	IBPE1	318.51	0	0	0	0	0	0.855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.305	0	0	0	0	0	0	0	0	0	0	0	107.069	0	0	0	0	0.03	0	0	0	0	0	0	0	0.114	195.78	0.03	0	0	0.212	0	0	10.71	0	0	0.115	0.143	0.183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.587	0	0	0	0	0	0	0	0	0	0.082	0	0	0	0	0	0	0	0	0	0	0	0	0
