Year	site	total	ACWR	AMAR	AMAR1	AMPA	AMPU	APRA	ARAD	ARGL	ARHA	ARIS1	ARLO	ARNE	ARPU	ARPU1	ARWR	ASNU	ASTE	ASTE1	ASTR1	BAAB	BAMU	CABA	CAJA	CHIN	COCO	CONI	CRAN	CRCR	CRMI	CRPO	CRYP1	DAPU	DEPI	DIWI	ERAB	ERAN	ERDV	ERIO1	ERPU	ERRO	EUAL	FABA1	HAGR	HEHU	HOGL	LEGO	LESQ1	LIVE	MACH1	MALI	MAPI	MEPU	MSDL1	MUPO	NAHI	PECT1	PEPA	PHAC1	PHIN	POOL	PORT1	PSTA	SAKA	SCAR	SELE	SOEL	SPIN	SPOR1	SPSU	SPVEG	TECO	TILA	UKFO1	UKFO8	UKGR1	UKGR2	UKGS1	XASA	XASP1
1998	WELL1	3.475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	WELL1	3.114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013	0	0	0	0	0.005	2.427	0	0	0	0	0	0	0	0	0	0	0.337	0.139	0.063	0	0	0.008	0	0.069	0.006	0	0	0	0	0	0	0.041	0	0	0	0	0.002	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	WELL1	2.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	WELL1	68.885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032	0	0.021	0	0	2.22	0	0	0	0	0	0	1.725	0	1.744	0	59.539	0.418	0.281	0	0	0	0	2.157	0	0	0	0	0	0	0	0.57	0	0	0	0	0	0	0.152	0	0	0	0	0	0	0.026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	WELL1	0.176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	WELL1	3.175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	2.466	0	0.005	0	0	0	0	0.684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	WELL1	306.419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.124	0	0	0	0	0	0	1.506	0	0	0	0	274.482	24.412	0.523	0	0	0	0	1.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158	0	0	0
2007	WELL1	3313.743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.133	22.748	0	0	0	0	0	0	0	0	0	0.592	0	2905.998	0	0	0	0	0	2.04	0	0	0	0	0	0	0	5.557	0	0	0	0	0	0	133.222	0	0	0	0	0	0	0	0	0	51.257	0	0	157.196	0	0	0	0	0	0	0	0	0	0	0
2008	WELL1	0.925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66	0	0	0	0	0	0	0	0	0	0.197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068	0	0	0	0	0	0	0	0	0	0	0
1989	WELL2	10.943	0	0	0	0	0	0	0	0	0	0	3.446	0	0	0	0	0	0	0	0	0	0.107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.313	0	0.014	0	0	0	0	0	0	0.048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023	0	0	0	0.992	0	0	0	0	0	0	0	0	0
1990	WELL2	414.277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.999	0	0	0	0	0	0	0.135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406.918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.077	0	0	0	0.148	0	0	0	0	0	0	0	0	0
1991	WELL2	11.831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.181	0	0	0	0	0	0.004	0.277	0	0	0	0	0	0	0	0	0	0	0	3.821	0	0	0	0	3.61	0.001	0	0	0	0	0	0	0	0.076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.861	0	0	0	0	0	0	0	0	0
1992	WELL2	36.357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.059	0	0	0	0	0	0	0.511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.912	0.02	0	0	0	0	0	0	0	0.247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.457	0	5.132	4.248	0	0	0	5.77	0	0.001	0	0	0	0	0	0	0
1993	WELL2	134.085	0	0	0	0	0	0	0	1.06	0	0	0	0	0	0	0.551	0	0	0	0	0	0.256	0	0	0	0	0	0	0	0	0	0	0	0.103	0.794	0.063	0	0	0	15.281	0.509	0	0	0	0	0	0	0	1.996	0	0	0	0	0	0	3.17	0	0	0	0	0	0	0	0.085	0	13.452	0	0	0	0	2.113	0	0	0	0	0	0	0	0	94.652
1994	WELL2	2.943	0	0	0	0	0	0	0	0	0	0.085	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.183	0	0	0	0	0	0	0	0	0	0	0
1995	WELL2	143.352	0	0	0	0	0	0	0	0	0	0.445	0	0	0	0	0	0	0	0	0	0	0.157	0	0	0	0	0	0	8.283	4.345	0	0	0	89.794	24.539	0.132	0	0	0	0	6.492	0	0	0	0	0	0	0	0.679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.196	0	0	0	0	0.023	0	0	0	0	0	8.267
1996	WELL2	7.651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.638
1997	WELL2	15.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29	1.098	0	0	0	0.013	0.024	0	0	0	0	0.02	0.93	5.637	0	0.063	0	0	0	1.594	0	0	0	0	0	0	0	2.776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.56
1998	WELL2	3.583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	WELL2	8.277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031	3.297	0	0	0	0	0	0	0	0	0	0	0.68	3.459	0.003	0	0	0.002	0	0.164	0	0	0	0	0	0	0	0.463	0	0	0	0	0.001	0	0.177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	WELL2	7.187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	WELL2	123.762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061	0	0	5.038	0	0	0	0	0	0	3.346	0	3.166	0	97.06	7.618	0.999	0	0	0	0	4.827	0	0	0	0	0	0	0	1.218	0	0	0	0	0	0	0.185	0	0	0	0	0	0	0.244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	WELL2	0.123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	WELL2	15.291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.138	0	0	0	0	0	0	0.039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	WELL2	2.641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	WELL2	314.785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.231	0.324	0	0	0	0	0	7.53	5.979	0	0	0	263.191	29.711	0.068	0	0	0	0	3.815	0	0	0	0	0	0	0	0.102	0	0	0	0	0	0	3.834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	WELL2	1943.743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.147	50.245	0	0	0	0	0	0	0	0	0	0.789	0	1579.922	1.44	0	0	0	0	2.501	0	0	0	0	0	0	0	4.976	0	0	0	0	0	0	171.371	0	0	0.549	0	0	0	0	0	0	7.378	0	0	101.425	0	0	0	0	0	0	0	0	0	0	0
2008	WELL2	0.659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.438	0	0	0	0	0	0	0	0	0	0.158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.063	0	0	0	0	0	0	0	0	0	0	0
1989	WELL3	7.454	0	0	0	0	0	0	0	0	0	0	0.117	0	0	0	0	0	0	0	0	0	0.036	0.456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.603	0	0	0	0	0	1.161	0	0	1.967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.114	0	0	0	0	0	0	0	0	0
1990	WELL3	2.621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.796	0	0	0	0	0	0.245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.574	0	0	0	0	0	0	0	0	0
1991	WELL3	3.316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.177	0	0	0	0	0	0.356	0	0	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.638	0	0	0	0	0	0	0	0	0
1992	WELL3	129.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.907	0	0.409	0	0	0	0	0	0	0	0	0	0	0	0	0.261	0	0	0	13.134	0.098	0.003	0	0	0	0	0	0	0.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.618	0	4.437	0	0	0	0	108.301	0	0	0.082	0	0	0	0	0	0
1993	WELL3	84.455	0	0	0	0	0	0	0	0.636	0	0	0	0	0	0	0	0	0	0	0	0	0.268	0.058	0	0	0	0	0.105	0	0	0	0	0	0	0.387	0.085	0	0	0	11.102	0.801	0	0	0	0	0.668	0	0	2.565	0	0	0	0	0	0	1.01	0	0	0	0	0	0	0	0.107	0	0	0	0	0	0	1.39	0	0	0	0	0	0	0	0	65.273
1994	WELL3	0.683	0	0	0	0	0	0	0	0	0	0.085	0	0	0	0	0	0	0	0	0	0	0	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	WELL3	37.663	0	0	0	0	0	0	0	0	0	0	0	0	0.742	0	0	0	0	0	0	0	0.041	0	0.197	0	0	0	0	9.036	1.546	0	0	0	13.215	4.413	0.348	0	0	0	0	5.924	0	0	0	0	0	0	0	0.866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013	0	0	0	0	0.157	0	0	0	0	0	0	0	0	0	0	1.165
1996	WELL3	1.417	0	0	0	0	0	0	0	0	0	0.106	0	0	0	0	0	0	0	0	0	0	0	0.024	0.104	0	0	0	0	0	0	0	0	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	1.158
1997	WELL3	26.735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072	1.186	0	0	0	0	0	0	0	0	0	0.157	0	0	0	0	0	0	0	0.215	0	0	0	0	0	0	0	2.381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.724
1998	WELL3	2.701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	WELL3	6.977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.445	0.062	0	0	0	0	0	0	0	0.001	0	0	0.248	0.013	0	0	0	0	0.054	0	0	0	0	0	0	0	0.141	0	0	0	0	0	0	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	WELL3	2.995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.979	0	0	0	0	0	0	0	0	0	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	WELL3	73.939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061	0	0.009	10.25	0.312	0	0	0	0	0	0.753	0	0.267	0	52.316	5.376	0.64	0	0	0	0	3.503	0	0	0	0	0	0	0	0.165	0	0	0	0	0	0	0.225	0	0	0	0	0	0	0.045	0	0	0	0	0	0	0	0	0	0	0.017	0	0	0	0	0	0
2002	WELL3	0.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102	0.208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	WELL3	6.444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.366	0	0	0	0	0	0	0.078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	WELL3	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	WELL3	227.337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159	0	0	0	0.409	0.831	0	0	0	0	9.036	0.084	0	0.7	0	176.043	30.366	0.188	0.157	0	0	0	5.498	0	0	0	0	0	0	0	0.955	0	0	0	0	0	0	2.911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	WELL3	1506.929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.554	34.752	3.116	0	0	0	0	0	0	0	0	0	0	1098.383	0.5	0	0	0	0	3.145	0	0	0	0.413	0	0	0	8.425	0	0	0	0	0	0	125.153	0	0	0	2.364	0	0	0	0	0	10.817	0	0	148.307	0	0	0	0	0	0	0	0	0	0	0
2008	WELL3	1.976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131	0	0	0	0	0	0	0	0	0	0	0
1989	WELL4	54.554	0	0.028	0	0	0	0	0	0	0	0	44.326	0	0	0	0	0	0	0	0	0	0.063	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	1.36	0	0	0	0	0	0	0	0	3.628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.496	0	0	0	4.613	0	0	0	0	0	0	0	0	0
1990	WELL4	7.329	0	0.033	0	0	0	0	0	0	0	0	0	0	0	0	1.993	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.421	0	0	0	0.555	0	0	0	0	0	0	0	0	0
1991	WELL4	10.074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.352	0	0	0	0	0	0	0	0	0.583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	1.13	0	0	0	0	0	0	0	0	0
1992	WELL4	37.468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.075	0	0	0	0	0	0.429	0.117	0	0	0	0	0.012	0	0	0	0	0	0	0	0	0	0	0	8.924	0	0	0	0	0	0	0	0	11.063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19	0	0	8.495	0	0	0	3.801	0	0	1.362	0	0	0	0	0	0
1993	WELL4	40.279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.273	0	0	0	0	0	1.267	0	0	0	0	0	0	0	0.266	0	0	0	0.012	2.945	0	0	0	0	11.367	0.489	0	0	0	0	0	0	0	3.41	0	0	0	0	0	0	6.242	0	0	0	0	0	0	0	0.019	0	0	1.163	0	0	0	2.551	0	0	0	0	0	0	0	0	9.275
1994	WELL4	1.559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	WELL4	58.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106	0	0.135	0	0	0	0	0	0	17.319	14.765	0	0	0.059	19.385	4.545	0	0	0	0	0	0.647	0	0	0	0	0	0	0	1.535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0.114
1996	WELL4	0.117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018	0	0	0	0	0	0	0	0	0	0.039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0.056
1997	WELL4	24.836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.219	0.441	0	0	0	0	0	0	0	0	0	0	1.137	19.202	0	0.199	0	0	0	0.905	0	0	0	0	0	0	0	1.343	0.005	0	0.054	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.321
1998	WELL4	2.453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	WELL4	8.251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123	4.541	0.021	0	0	0	0	0	0	0	0	0	0	1.27	0.024	0	0	0	0	0.306	0	0	0	0	0	0	0	1.78	0	0	0	0	0	0	0.186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	WELL4	9.526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	WELL4	120.371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021	0	0	14.965	0	0	0	0	0	0	27.453	0	3.501	0	46.576	6.187	0.064	0	0	0	0	9.717	0	0	0	0	0	0	0	5.595	0	0	0	0	0	0	4.955	0	0	0	0	0	0	1.337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	WELL4	0.043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	WELL4	15.425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225	0	0	0	0	0	0	0	0	0	0.753	0.323	0	0	0	0.251	12.087	0.01	0	0	0	0	0.788	0	0	0	0	0	0	0	0.988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	WELL4	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	WELL4	179.959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133	0	0	1.05	0	0	0	0	0	0.081	9.036	9.356	0	0.242	0	110.555	39.098	0.046	0	0	0	0	2.25	0	0	0	0	0	0	0	0.763	0	0	0	0	0	0	7.349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	WELL4	1460.866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.67	11.842	0	0	0	0	0	0	0	0	0	0	0	1189.868	0	0	0	0	0	6.134	0	0	0	0	0	0	0	3.462	0	0	0	0	0	0	68.506	0	0	0.954	0	0	0	0	0	0	18.944	0	0	109.486	0	0	0	0	0	0	0	0	0	0	0
2008	WELL4	0.162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0
