Year	site	total	APRA	ARGL	ARIS1	ARNE	ARWR	ASAL	ASMO	ASNU	ASTE	ASTR1	BAAB	BOER	CAWR	CHIN	CHST	COCO	CRAN	CRPT	CRYP1	DAPU	DECO	DEPI	DIWI	ERAB	ERDI	ERIO1	ERPU	ERRO	ERTE	ERTR	GILI1	GSDL1	HAGR	HIMU	HODR	HOGL	LEER	LEFE	LEGO	LELA	LEPI1	LESQ1	LEVI	LIBI	MAFE	MAPI	MELE	MILI	MUAR	MUPO	NAHI	OEAL	OEPR	PAHA	PENA	PHAC1	PHCO	PLMU	PLPA	RANE	SCAR	SCBR	SELO	SIIR	SILE	SOEL	SOOL	SPAI	SPIN	SPOR1	SPSU	SPVEG	STAR	STEX	TOAN	TSDL1	UKFO1	UKFO7	UKFOa	UKGR1	VEWR
1995	WEST1	25.097	0	0	0	0	0	0	0	0.053	0	0.032	0	0	0	0	0	0	0	0	0	0	0	2.277	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0	0	22.388	0	0	0	0.224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1996	WEST1	14.357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026	0	0	0	0	0	0	0	0	14.018	0	0	0	0.313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	WEST1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	WEST1	0.316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	WEST1	0.389	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0.038	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0.149	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0
2000	WEST1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	WEST1	0.473	0	0	0	0	0	0	0.027	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0.423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	WEST1	0.163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0.012	0	0.009	0	0	0	0	0	0	0	0	0	0
2005	WEST1	14.876	0	0	0	0	0	0	0	1.292	0	0	0	0	0.467	0	0	0	0	0	0	0	0	7.658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.942	0	0	0	0	0	0	0	3.527	0	0	0	0	0	0	0.12	0.002	0	0.296	0	0.339	0	0.217	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016	0	0	0	0	0
2007	WEST1	14.799	1.223	0	0	0	0	2.584	0	1.79	0.822	0	0	0	0	0	0	0.466	0	0	0	0	0	1.443	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0	0	0	0	1.014	0	0	0	0.488	0	0	0	0	0	0	0	0	0	0	1.964	0	0.001	0	0	0	0.01	1.113	0	0	0	0	0	0	0	0.281	0	0	0.001	0	0.016	0	0	0.529	0	0.974
2008	WEST1	6.094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	WEST2	8.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.178	0	0	0	0	0	0	0	0	0	0	0	0	1.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	WEST2	1.793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.325	0	0	0	0	0	0	0	0	0	0	0	0	1.422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	WEST2	11.734	0.02	0	0	0	0	0	0	0	0.053	0	0	0	0	0	0	0	0	0	0	0	0	0.048	0	0	0	0	0	0	0	0	0	0	0	4.396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.759	0	0	0	0	0	0	0	0	0	0	0	0	1.299	0	0	0	0	0.006	0	0	0	1.653	0	0	0	0	0.033	0	0	0	0	3.467
1993	WEST2	8.642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.458	0	0	0	0	0	0	0	0	0	0	0	5.426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.285	0	0	0	0	0	0.002	0	0.035	0	0	0	0	1.161	0	0	0	0	0	0	0	0	0.219	0	0	0	0	1.056	0	0	0	0	0
1994	WEST2	19.099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.293	0	0	0	0	0	0	0	0	0	0	0	0	1.341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	WEST2	6.044	0	0	0	0	0	0	0	0.046	0	0.003	0	0	0	0.001	0	0	0	0	0	0	0	0.57	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007	0	0.011	5.007	0	0	0	0.351	0	0	0	0	0	0	0	0	0.044	0	0	0	0	0	0	0	0	0	0
1996	WEST2	6.359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038	0	0	0	0	0	0	0	0	5.837	0	0	0	0.484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	WEST2	0.009	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	WEST2	0.048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0.032	0	0	0	0	0	0	0	0	0	0
1999	WEST2	0.615	0	0	0	0	0	0	0	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0.071	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0.034	0	0.033	0	0	0	0	0	0	0	0	0	0	0	0	0	0.408	0	0	0	0	0.016	0	0	0	0	0
2000	WEST2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	WEST2	0.481	0	0	0	0	0	0	0	0	0.085	0.005	0	0	0	0	0	0	0	0	0	0	0	0.077	0	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.227	0	0	0	0	0.065	0	0	0	0	0
2003	WEST2	1.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	1.044	0	0	0	0	0.008	0	0	0	0	0
2005	WEST2	4.923	0.005	0	0	0	0	0	0	0.106	0	0	0	0	0	0	0	0	0	0	0.061	0	0	2.995	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0.111	0	0	0	0.163	0	0	0	0	0	0	0	0	0	0	0.831	0	0	0	0	0	0.593	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0.041	0	0	0	0	0.012
2007	WEST2	26.663	2.35	0	0	0	0	7.686	0	0.438	0.408	0	0	0	0	0	0	2.398	0	0	0.003	0	0	0.278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.207	0	0	0	0	0.813	0.014	0	0	0.006	0	0	0	0	0	0	8.347	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0.097	0	0.121	0	0.002	0.024	0	0	0	0	3.468
1990	WEST3	3.937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.176	0	0	0	0	0	0	0	0	0	0	0	1.761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	WEST3	4.197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.932	0	0	0	0	0	0	0	0	0	0	0	1.247	0	0	0	0	0	0	0	0	0.018	0	0	0	0	0	0	0	0	0	0
1992	WEST3	5.424	0.094	0	0	0	0	0	0	0	0.928	0	0	0	0	0	0	0	0	0	0	0	0	0.103	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.459	0	0	0	0	0	0	0	0	0	0	0	1.18	0	0	0	0	0	0	0	0	0.464	0	0.444	0	0	0.008	0	0	0	0	0.684
1993	WEST3	5.821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.065	0	0	0	0	0	0	0	0	0	0	0	1.041	0	0	0	0	0	0.038	0	0	0	0	0	0	0	0	0	2.419	0	0	0	0	0.01	0	0.02	0	0	0	0	0.892	0	0	0	0	0	0	0	0	0.148	0	0	0	0	0.188	0	0	0	0	0
1994	WEST3	16.127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.675	0	0	0	0	0	0	0	0	0	0	0	1.37	0	0	0	0	0	0	0	0	0.336	0	0	0	0	0	0	0	0	0	0
1995	WEST3	11.881	0	0	0	0	0	0	0	0.085	0	0.199	0	0	2.334	0	0	0	0	0	0	0	0	1.488	0	0.005	0	0	0	0	0	0.002	0	0	0	0	0	0.004	0	0	0	0.301	0	0	0	0	0.163	0	0	0	0.009	4.386	0	0	0	0	0.019	0	0.071	2.481	0	0	0	0.22	0	0	0	0	0	0	0	0	0.114	0	0	0	0	0	0	0	0	0	0
1996	WEST3	7.859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.257	0	0	0	0	0	0	0	1.173	0	0	0	0.429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	WEST3	9.807	0	0	0	0	0	0.085	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0.016	0	0	0	0	0
1998	WEST3	8.083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0	0	8.053	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0
1999	WEST3	9.789	0	0	0	0	0	0	0	0.037	0	0	0	0	0	0	0	0	0	0	0	0	0	0.169	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0	0	0	0.094	0	0	0.011	0	0	0	0	0	0	9.405	0	0	0	0	0.01	0	0.002	0.011	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024	0	0	0	0	0
2000	WEST3	11.297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	WEST3	8.41	0	0	0	0	0	0.027	0	0.088	0.003	0.008	0	0	0	0	0	0	0	0	0	0	0.042	0.507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	7.621	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.086	0	0	0	0	0.024	0	0	0	0	0
2002	WEST3	6.068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	WEST3	10.593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013	0	0	0	0	0.004	0	0	0	0	0	0	0	0	10.56	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0.003
2004	WEST3	4.729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	WEST3	5.437	0	0	0	0	0	0.106	0	0.517	0	0	0	0	0	0	0	0	0	0	0	0	0	1.162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.613	0	0	0	0	0.326	0	0	0	0	0.852	0	0.093	0	0	0	1.364	0	0	0	0	0.15	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.074
2007	WEST3	49.07	0.623	0	0	0	0	15.691	0	0.478	0	0	0	0	0	0	0	0.16	0	0	0.003	0	0	0.259	0	0.001	0	0	0	0	0	0	0	0	0	0	0	1.065	0	0	0	1.423	0.516	0	0	0	0.163	0	0	0	0	0	0	0	0	0	0	22.829	0	0	0	0	0.09	0.007	0	0	0	0	0	0	0	0	0.259	0	0	0	0	0	0	0	0	0	5.503
2008	WEST3	4.243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	WEST4	17.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	WEST4	1.486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	WEST4	9.321	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023	0	0	0	0	0	0	0	0	0	0	0	6.673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057	0	0	0	0	0	0.005	0	0	0	0	0	0	1.302	0	0	0	0	0	0	0	0	0.655	0	0.297	0	0	0.024	0	0	0	0	0.28
1993	WEST4	7.586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.417	0	0	0	0	0	0	0	0	0	0	0	5.803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.081	0	0	0	0	0.009	0	0.002	0	0	0	0	0.815	0	0	0	0	0	0	0	0	0.175	0	0.031	0	0	0.253	0	0	0	0	0
1994	WEST4	45.335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0	0	1.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	WEST4	15.31	0	0	0	0	0	0	0	0.03	0	0.013	0	0	0	0.001	0	0	0.002	0	0	0	0	2.357	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0.325	0	0	0	0	0	0	0	0.012	0	0.005	0	0.041	12.228	0	0	0	0.246	0	0	0	0	0	0	0	0	0.005	0	0.032	0	0	0.008	0	0	0	0	0
1996	WEST4	17.663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007	0	0	0	0	0	0	0	0	17.334	0	0	0	0.322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	WEST4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	WEST4	0.446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.297	0	0	0	0	0	0	0	0.147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	WEST4	0.456	0	0	0	0	0	0	0	0.027	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0.031	0	0.037	0	0.064	0.071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0.065	0	0	0	0	0
2000	WEST4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	WEST4	1.056	0	0	0	0	0	0	0	0.003	0.027	0	0	0	0	0	0	0	0	0	0	0	0	0.112	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.865	0	0	0	0	0	0.037	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0
2002	WEST4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	WEST4	11.755	0	0	0	0	0	0	0	0.042	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	11.419	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0.011	0	0	0	0	0	0	0	0	0	0.266
2004	WEST4	3.142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	WEST4	7.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	2.998	0	0	0	0	0	0	0.063	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0.163	0	0	0	0	0.024	0	0.343	0	0	0.01	3.377	0	0.003	0	0	0	0.208	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0.164	0	0	0	0	0.033
2007	WEST4	87.985	0.963	0	0	0	0	25.247	0	0.252	4.281	0	0	0	0	0	0	1.514	0	0	0.048	0	0	2.512	0	0	0	0	0	0	20.05	0	0	0	0	0	0	0.022	0	0	0	0.226	0	0	0	0	1.464	0	0	0	0	0.189	0	0	0.012	0	0	5.626	0	0.252	9.919	0	0.25	0.003	0	0.113	0	0	0	0	0	0	1.026	0	0	0	0	0	0	0	0	0	14.016
2008	WEST4	23.323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
