Year	site	total	ALIN	ALLI1	ALMA	AMCH	APRA	ARGL	ARIS1	ARLO	ARNE	ARPU	ARPU1	ARWR	ASAL	ASCL1	ASNU	ASTE	ASTE1	ASTR1	ASWO	BAAB	BAMU	BAPE	BOER	BOUT1	CABA	CACH	CAWR	CHCO	CHIN	CHST	COCO	CRAN	CRCR	CRMI	CRPO	CRPT	CRYP1	CSDL1	CYGY	DAPU	DEPI	DIWI	DYPE	ENDE	ERAB	ERAN	ERBE	ERCA	ERDI	ERDV	ERIG1	ERIO1	ERPU	ERRO	ERTR	EUAL	EUMI	EUPH1	EUSE	EUSR	HAGR	IPLO	IVAM	LARE	LEER	LELA	LEPI1	LEVI	LIBI	LIVE	LONE	MAFE	MAPI	MELE	MILI	MUPO	NAHI	OEPR	PEAN	PECT1	PENA	PHAC1	PHCO	PHIN	PLPA	POAC1	RANE	SACY	SAKA	SCAR	SCBR	SELE	SELO	SOEL	SPOR1	SPSU	SPVEG	STAR	STEX	STPA	TAAN	TALI1	TECO	TILA	UKFO1	UKFO4	UKFO5	UKGS1	VEEN	VEWR	VUOC
2005	GRAV2	378.913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.993	0	0	0	0	0	0.467	0	0	0	0	0	3.765	0	0	0.544	0	0	0	0.158	22.435	0	0	0	0.605	0	0	0	0.344	15.514	0	0	0	3.787	10.096	0.672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.652	0	0	0	101.097	0	0	0	0	0	0	0	119.506	0	0	83.768	0	0	0	0	0	0	0	0	0	0	9.103	0	0	0	0	0	0	0	0	0	0	0	0	1.407
2006	GRAV2	54.689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	GRAV2	234.472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.28	39.612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.428	2.511	0.726	0.099	0	0.002	0	1.461	0	1.262	0	0	0	0	1.366	6.559	13.327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163	0	0	0	125.493	0	0	0	0	0	33.759	0	0	0	0	0	0	0	0.35	0	0	0	0	0	0	0	0	0.087	0	0	0	0	0	0	0	0	0	0	4.987	0
2008	GRAV2	95.653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	GRAV3	207.568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.678	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.872	0	0	0.672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071	0	184.313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.959	0
1990	GRAV3	348.335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035	0	0	0	0	0	0	0	0	0	0	11.41	0	0	7.236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.101	0	325.409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	GRAV3	197.359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.946	0.151	0	2.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.605	0	182.591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	GRAV3	328.759	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029	0.083	0	0	0	0	0	0	0	0	0	0	1.486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.151	0	0	0	13.036	0.727	0	87.02	0	0	0	0	0	1.812	0	0	0	0	0	0	0	0	0	0	0	12.642	0	211.717	0	0	0	0	0	0	0.012	0	0	0	0	0	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	GRAV3	126.7	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.567	0	0	0	0	0	0	0	0.234	0	0	0	0.833	0	0	0	11.782	2.04	8.289	37.833	0	0	0	0	0	0.037	0	0	0	0.382	0	0	0	0	0	0	0	7.408	0	56.793	0	0	0	0	0	0	0	0	0	0	0	0	0.332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	GRAV3	106.312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	GRAV3	234.455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013	0	0	0	0	0	0.467	0	0	0	0	0	18.072	0	0	9.601	0	0	0	0.069	2.853	0	0	0	0.692	0	0	0	0.948	0	0	0	0	2.54	16.934	7.599	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0.163	0	1.065	0	158.286	0	0	0	0	0	0	9.874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.099	0	0	0	0	0	0	0	0	0	0	0	0	0
1996	GRAV3	45.331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	GRAV3	24.058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.309	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0.508	0	20.283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	GRAV3	31.964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.784	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0.061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027	0	0	27.029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	GRAV3	24.945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0.092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061	0.001	0	4.765	0.644	0.022	0	0	0.012	0	0	0	0.001	0	0	0	0	0.923	3.617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.989	0	0	0	0	0	4.405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	GRAV3	21.547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	GRAV3	61.478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.706	0.067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.101	0.182	0	0	0	1.744	0	0	0	0.009	0	0	0	0	1.711	11.025	1.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.505	0	0	0	0	0	0.249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	GRAV3	23.458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	GRAV3	124.175	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	1.652	0.101	0	0	0	0	0	0	0	0	0	0	0	0.753	0	0	0	0	0	0	0	5.772	0	0	0	0.454	0	0	0	0	0	0	0	0	1.358	41.577	0	0.226	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	26.945	0	0	0	0	0	0	0	45.289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	GRAV3	14.872	0	0	0	0.057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	GRAV3	210.666	0	0	0	0.046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.307	0	0	0	0	0	0	0	0	0	0	0	3.765	0	0	9.951	0	0	0	0.142	24.3	0	0	0	5.637	0	0	0	0.577	0	0	0	0	0.136	54.608	1.345	0	0	0	0	0	0	1.301	0	0	0	0	1.051	0	0	0	0	0	0	0	13.451	0	0	0	0	0	0	0	80.852	0	0	0	0	0	0	0	0	0	0	0	0	0	11.197	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	GRAV3	17.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	GRAV3	176.189	0	0	0	0.046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.873	28.021	0	0	0	0	0	0	0	0	0	0.011	0.324	0	0	0	0	0	0	0	0.227	0	0	0	0	0.002	0	0	0	1.995	0	0	0	0	3.054	11.38	21.856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.678	0	24.188	0	0	0	0	0	73.875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.659	0
2008	GRAV3	18.507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	GRAV4	265.656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035	0	0	0	0	0	0	0	0	0	0	4.506	0	0	0.336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260.762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	GRAV4	506.991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.044	0	0	0	0	0	0	0	0	0	0	2.143	0	0	0.726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.149	0	503.928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	GRAV4	262.042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.352	0	0	1.399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260.093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.198	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	GRAV4	249.849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.034	0.001	0	0	0	0	0	0	1.006	0	0	0	0.002	0	0	0	0	0	0	5.31	0	11.181	16.904	0	0	0.533	0	0	0	1.001	0	0	0	0.533	0.414	0.304	6.186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.488	0	203.446	0	0	0	0	0	0	0.506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	GRAV4	202.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.441	0.001	0	0	0	0	0	0	0.008	0	0	0	0	0	0	0	0	0.558	0.037	0.553	0	17.646	0.944	0	0	0.228	0	0	0	0.862	0	0	0	1.052	1.43	6.941	5.299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.621	0	164.779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	GRAV4	127.406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	GRAV4	257.835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016	0	0	0	0	0	0	0.017	0	0	0	0	17.319	0	0	0.095	0	0	0	0.203	78.789	0.008	0	0	0.178	0	0	0	2.079	0	0	0	0	0.316	0.922	0	0	0	0	0	0	0.023	0	0	0	0.023	0	0	0	0	0	0	0	0	0	155.822	0	0	0	0	0	0	1.093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.932	0	0	0	0	0	0	0	0	0	0	0	0	0
1996	GRAV4	44.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	GRAV4	31.342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	GRAV4	22.868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0.586	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	2.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	GRAV4	13.682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064	1.554	0	0	0	0.001	0	0	0	0.007	0	0	0	0	0.001	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.739	0	0	0	0	0	0.298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	GRAV4	32.98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	GRAV4	72.59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.555	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045	9.153	0	0	0	0.386	0	0	0	0.007	0	0	0	0	3.789	7.917	2.757	0	0	0	0	0	0	0.22	0	0	0	0	0	0	0	0	0	0	0	0	47.603	0	0	0	0	0	0.058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061	0	0	0	0	0	0	0.017	0	0	0	0	0	0
2002	GRAV4	25.901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	GRAV4	102.613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.241	0	0	0	0.055	0	0	0	0	0	0	0.017	0	0	0	0	0	0	0	0	0	0	0	0	56.086	0	0	0	0.314	0	0	0	0.168	0	0	0	0	0.95	22.477	0	0.679	0	0	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	11.719	0	0	0	0	0	0	0	9.188	0	0	0	0	0	0	0	0	0	0	0	0	0	0.711	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	GRAV4	1	0.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013	0	0	0	0	0	0.005	0	0	0	0.007	0	0	0.017	0	0	0	0	0	0	0	0.016	0	0	0	0	0	0.228	0.403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	GRAV4	635.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.663	0	0	0	0	0	0	0.106	0	0	0	0	12.048	0	0	0.1	0	0	0	0	216.811	0	0	0	0.455	0	0	0	0	0	0	0	0	0.931	84.956	4.035	0	0	0	0	0	0	0.322	0.328	0	4.891	0	0.129	0	0	0	0.163	0	0	0	0	0	0	0	0	0	0.282	0	79.466	0	0	213.253	0	0	0	0	0	0	0	0	0	0	3.296	0	0	0	0	0	0	0.495	0	0	0	0	0	0
2006	GRAV4	3.509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	GRAV4	165.646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.199	9.387	0.15	0	0	0	0	0	0.022	0	0	0	0	0	0	0	0	0	0	0	0.212	13.321	0.354	0	0	0.003	0	0	0	0.138	0	0	0	0	0.964	28.014	22.058	0	0	0	0	0	0.34	26.039	0	0	19.461	0	0	0	0	0	0	0	0	0	25.875	0.284	0	0	0	0	16.58	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.885	0
2008	GRAV4	53.097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	SAND	270.084	0	0	0	0	0	0	0	0.994	0	0	0	0	0	0	0	0	0	0	0	0.038	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.355	0	0	0	0	0	0	0	0	3.207	0	1.495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.109	0	260.883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	SAND	290.361	0	0	0	0	0	0	0	0	0	0	0	0.911	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.355	0	0	0	0	0	0	0	0	0	0	6.991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279.472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.522	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	SAND	255.274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072	0	0	0	1.443	0	0.009	0	0	0	0	0	0	0	0	0	0	0.186	0	0	0	0	0	0	0	0	0	253.488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	SAND	303.147	0	0	0	0	0	0	0	0	0	0	0	5.964	0	0	0	0	0	0	0	10.036	0	0	0	0	0	0	0	0	0	0	0	1.578	0	0.389	0	0	0	0	0	0	0.51	19.385	0	0	0.46	0	0	0	6.016	0	0	0	7.413	0	1.878	0	0	0	0	0	0	0	0	0	0	0.233	0	0	0	0	0	0.163	0	0	0	249.122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	SAND	287.937	0	0	0	0	0	2.518	0	0	0	0	0	0	0	0	0	0	0	0	0	1.263	0	0	0	0	0	0	0	0	0	0	0	0.04	0.753	0.393	0	0	0	0	0	0	27.052	0.405	0	0	0.091	0	0	0	16.281	0	0	0	8.2	0	8.913	0	0	0	0	0	0.011	0	0	0	0	3.348	0	0	0	0	0	0	0	0	0	218.669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	SAND	115.513	0	0	0	0	0	0	0.828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114.264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	SAND	353.661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.776	7.53	2.031	0	0	0	0	0	0	61.418	0.076	0	0	0.008	0	0	0	22.023	0	0	0	0	0	47.837	0	0	0	0	0	0	0	0	0	0	10.383	0	0	0	0	0	0	0	0	0	200.206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.373	0	0	0	0	0	0	0	0
1996	SAND	204.345	0	0	0	0	0	0	0.133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204.212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	SAND	215.582	0	0	0	0	0	0	0	0	0	0	1.292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.256	0	16.245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193.737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
