Year	site	total	APRA	ARGL	ARHA	ARIS1	ARLO	ARNE	ARPA	ARPU	ARTE	ARWR	ASNU	ASTE	ASTE1	ASTR1	ASWO	BAAB	BAMU	BOCU	BOER	CABA	CACH	CAWR	CHCO	CHIN	CHST	COCO	CRAN	CRCR	CRMI	CRPT	CRYP1	DAPU	DAWR	DEPI	DIWI	DRCU	ENDE	ERAB	ERAN	ERDI	ERIA1	ERIO1	ERLE	ERPU	ERRO	ERTE	ERTR	ESME	EUAL	EUMC	EVNU	GAPI	GIFL	GILI1	GILI2	GSDL1	HAGR	HODR	HYFL	IPLO	IVAM	LARE	LEER	LEFE	LEGO	LELA	LEPI1	LESQ1	LEVI	LIBI	LIVE	LONE	LUCO	MAFE	MAPI	MEAL	MENT1	MEPU	MILI	MUAR	MUPO	NAHI	OEAL	OENA1	OENO1	OEPR	PAIN	PENA	PHAC1	PHCO	PLMU	PLPA	POPA	PSDL1	PSTA	RANE	SAKA	SCAR	SCBR	SELE	SELO	SOOL	SPCC	SPHA1	SPIN	SPOR1	SPSA	SPSU	SPVEG	STEX	STPA	TOAN	UKFO1	UKFO2	UKGR1	UKGS1	VEWR	VUOC	XASA
1997	IBPE2	65.941	0.038	0	0	0.046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64.485	0	0	0	0	0	0	0	0	0	0	0	1.142	0	0	0.006	0.025	0	0	0	0	0	0	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0.163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	IBPE2	61.839	0	0	0	0.289	0	0	0.065	0	0	0	0	0	0	0	0	0	0.003	0	61.12	0	0	0	0	0	0	0	0	0	0	0	0.276	0	0	0.037	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	IBPE2	50.793	1.476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052	0	42.394	0	0	0	0	0	0	0	0	0	0	0	3.669	0	0	1.129	1.081	0	0	0.065	0.016	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0.484	0	0	0	0	0	0	0	0	0	0	0	0	0.017	0.177	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.096	0	0	0	0	0	0	0
2000	IBPE2	12.921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.764	0	0	0	0	0	0	0	0	0	0	0	0.153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	IBPE2	47.145	0.241	0	0	0	0	0	0	0	0	0	0.053	0	0	0.011	0	0	0	0	39.293	0	0	0	0	0	0	0	0	0	0	0	2.265	0	0	2.104	1.561	0	0	0.435	0.028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.326	0	0	0.002	0	0	0	0	0.029	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0
2002	IBPE2	50.752	0.088	0	0	0.299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.923	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0.113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	IBPE2	70.941	0.041	0	0	0.197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67.912	0	0	0	0	0	0	0	0	0	0	0	2.455	0	0	0.265	0.033	0	0	0.001	0	0	0	0	0	0	0.028	0	0	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	IBPE2	8.603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	IBPE2	29.373	0.501	0	0	0	0	0	0	0	0	0	0.027	0	0	0	0	0	0	0	10.648	0	0	0	0	0	0	0	0	0	0.095	0	9.62	0	0	4.965	2.359	0	0	0.026	0.01	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.326	0	0	0	0	0	0	0	0.582	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0.049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135	0	0	0	0	0	0	0
2006	IBPE2	26.429	0	0	0	0.683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	IBPE2	82.465	5.377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69.768	0	0	0	0	0	0	0	0	0	0.002	0	0.133	0	0	1.054	3.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.617	0.012	0	0	0	0	0	0.034	0	0	1.725	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0.018	0	0	0	0.365	0	0	0	0	0	0	0
2008	IBPE2	50.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.211	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	IBPE3	197.512	0	0	0	0	0	0	0	0	0	22.719	0	0	0	0	0	0	0	0	163.172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.621	0	0	0	0	0	0	0	0	0	0
1991	IBPE3	208.936	0	0	0	0	0	0	0	0	0	6.111	0	0	0	0	0	0	0	0	157.729	0	0	0	0	0	0	0	0	0	0	0	0.227	0	0	0	0.075	0	0	0	0	0	0	0	0	0.008	0.004	0	0	0	0	0	0	0	0	0	0	0.881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0.076	0	0	0	0	0	0	0	0	0	0	0	0	0.009	43.783	0	0	0	0	0	0	0	0	0	0
1992	IBPE3	110.34	0.001	0	0	0	0	0	0	0	0	3.562	0	0	0	0	0	0	0	0	84.782	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0.001	0.016	0	0.782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.226	0	0	0	0	0	0	0	0	0	0	0	0	0	20.941	0	0	0	0.001	0.026	0	0	0	0	0
1993	IBPE3	181.14	0.272	0	0	0	0	0	0	0	0	5.103	0	0.067	0	0	0	0	0	0	145.315	0	0	0	0	0.002	0	0	0	0	0	0	1.785	0	0	1.676	0.82	0	0	0	0	0	0	0.077	0	0.001	0	0	0	0	0	0	0	0	0	0	0	9.629	0	0	0	0	0	0	0	0	0	0.032	0	0	0	0	0	0	0	0.489	0	0	0	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0.863	0	0	0.536	0	0.087	0	0	0	0	0.031	0.021	0	0	0	0	0.088	14.234	0	0	0	0	0	0	0	0	0	0
1994	IBPE3	146.914	0	0	0	0	0	0	0	0	0	0.597	0	0	0	0	0	0	0	0	142.788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	3.519	0	0	0	0	0	0	0	0	0	0
1995	IBPE3	763.392	2.262	0	0	0.098	0.39	0	0	0	0	0	0.544	0	0	0	0	0	0	0	66.261	0	0	0	0	0.049	0.024	0	0	689.748	0	0	0	0	0	1.872	0.697	0	0	0.006	0.134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014	0	0	0.325	0	0	0	0	0	0	0	0.008	0.025	0	0	0	0	0	0	0	0	0	0	0	0.123	0	0.002	0	0	0	0	0	0	0	0	0.068	0	0.272	0	0.322	0	0.148	0	0	0	0	0	0	0
1996	IBPE3	56.515	0.005	0	0	0.364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.078	0.004	0	0	0	0	0	0	0	0	0	0	0.024	0	0	0	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	IBPE3	56.792	0.074	0	0	0.02	0	0	0	0	0	0	0.027	0	0	0.003	0	0	0.001	0	55.964	0	0	0	0	0	0	0	0	0	0	0	0.248	0	0	0.022	0.073	0	0	0	0	0	0	0.128	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0.014	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0.163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0	0.006	0	0.001	0	0	0	0	0	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	IBPE3	97.908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.629	0	0	0	0	0	0	0	0	0	0	0	0.12	0.001	0	0.018	0	0	0	0	0	0	0	0.073	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0	0	0	0	0
1999	IBPE3	81.219	1.07	0	0	0	0	0	0	0	0	0	0.013	0	0	0	0	0	0.025	0	68.386	0	0	0	0	0	0	0	0	0	0	0	3.466	0	0	2.569	1.443	0	0	0.113	0	0	0	0.517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0	0	0	0	0	0	0	0	0	0.018	0	0	0	0	1.301	0.014	0	0.002	0	0	0	0	0.432	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046	0	0	0	0	0	0	0
2000	IBPE3	53.289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.07	0	0	0	0	0	0	0	0	0	0	0	0.212	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	IBPE3	116.472	0.541	0	0	0	0	0	0	0	0	0	0.003	0.059	0	0.003	0	0	0	0	103.765	0	0	0	0	0	0	0	0	0	0.007	0	5.035	0	0	4.118	0.661	0	0	0.296	0.44	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0.813	0	0	0	0	0	0	0	0.063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058	0	0	0	0	0	0	0
2002	IBPE3	105.53	0.067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104.921	0	0	0	0	0	0	0	0	0	0	0	0.428	0	0	0.006	0.092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	IBPE3	151.688	0.038	0	0	0	0	0	0	0	0	0	0.013	0	0.109	0	0	0	0	0	147.992	0	0	0	0	0	0	0	0	0	0	0	2.498	0	0	0.297	0.086	0	0	0.002	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0.014	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033	0	0	0	0	0	0	0
2004	IBPE3	50.805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	IBPE3	35.238	0.681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.553	0	0	0	0	0	0.15	0	0.013	0	0.008	0	10.024	0	0	16.652	6.27	0	0	0.027	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.489	0	0	0	0	0	0	0	0.259	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.073	0	0	0	0	0	0	0
2006	IBPE3	23.288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	IBPE3	101.615	4.393	0	0	0	0	0	0	0	0	0	0.225	0	0	0	0	0	0	0	78.867	0	0	0	0	0	0	0	0	0	0.032	0	0.089	0	0	1.432	12.423	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.814	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	1.078	0	0	0	0	0	0.098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056	0	0	0	0	0	0	0
2008	IBPE3	103.667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103.649	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	IBPE4	190.481	0	0	1.321	0	0	0	0	0	0	6.825	0	0	0	0	0	0	0	0	174.027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.285	0	0	0	0	0	0	0	0	0	0
1991	IBPE4	166.809	0	0	0	0	0	0	0	0	0	4.29	0	0.08	0	0	0	0	0	0	144.296	0	0	0	0	0	0	0	0	0	0	0	0.054	0	0	0.001	0.025	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	2.207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.244	0	0	0	0	0	0	0.051	0	0	0	0	0	0	0	0	0	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0	15.54	0	0	0	0	0	0	0	0	0	0
1992	IBPE4	108.046	0.002	0	0.711	0	0	0	0	0	0	1.463	0	0	0	0	0	0	0	0	102.583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.098	0	0	0	0	0	0	0	0	0	0	0	0	0	0.801	0	0	0	0	0.025	0	0	0	0	0
1993	IBPE4	218.977	0.21	0	0	0	0	0	0	0	7.207	3.689	0	0.04	0	0	0	0	0	0	194.886	0	0	0.467	0	0	0	0	0	0	0	0	0.536	0	0	0.698	0.117	0	0	0.003	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	9.102	0	0	0	0	0	0	0	0	0.001	0.013	0	0	0	0	0	0	0	0.163	0	0	0	0	0	0	0	0	0.056	0	0	0	0	0	0	0	0	0	0	0	0.408	0	0.267	0	0	0	0	0	0	0	0	0	0	0	1.104	0	0	0	0	0	0	0	0	0	0
1994	IBPE4	220.993	0	0	0	0	0	0	0	0	0	0.718	0	0	0	0	0	0	0	0	219.506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.768	0	0	0	0	0	0	0	0	0	0
1995	IBPE4	443.109	1.215	0	0	0.358	0	0	0	0	0	0	0.122	0	0	0	0	0	0	0	87.96	0	0	0	0	0.049	0	0	0	334.332	0	0	3.259	0	0	3.713	6.567	0	0	0.095	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.147	0	0.018	0	0	0	0	0	0	0	0.491	0	0	0	0	0	0	0	0.651	0	0	0	0.102	0	0	0	0.021	0	0	0	0	0	0	0	0	0	0.431	0	0.01	0.034	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0.265	2	0.168	0.017	0.014	0	0	0	0	0
1996	IBPE4	42.684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	42.024	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	IBPE4	113.473	0.046	0	0	0	0	0	0	0	0	0	0.027	0	0	0	0	0	0	0	112.546	0	0	0	0	0	0	0	0	0	0	0	0.443	0	0	0.013	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0.005	0	0	0	0.001	0	0	0	0	0.326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	IBPE4	198.873	0	0	0	0	0	0	0.081	0	0	0	0	0	0	0	0	0	0.003	0	198.434	0	0	0	0	0	0	0	0	0	0	0	0.067	0	0	0.012	0.165	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058	0	0	0	0	0	0
1999	IBPE4	146.071	1.376	0	0	0	0	0	0	0	0	0	0.069	0	0	0	0	0	0.053	0	129.822	0	0	0	0	0	0	0	0	0	0.025	0	4.11	0	0	3.53	3.127	0	0	0.105	0.01	0	0	0.228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	1.8	0	0	0	0	0	0	0.051	0	0	0	0.004	0	0	0	0.651	0	0	0.005	0	0	0	0	0.759	0.031	0	0	0	0	0	0	0.008	0	0	0	0	0.008	0	0.031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.267	0	0	0	0	0	0	0
2000	IBPE4	60.533	0.001	0	0	0	0	0.065	0	0	0	0	0	0	0	0	0	0	0.003	0	59.916	0	0	0	0	0	0	0	0	0	0	0	0.151	0	0	0	0.387	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	IBPE4	240.463	0.266	0	0	0	0	0	0	0	0	0	0.054	0	0	0	0	0	0	0	229.238	0	0	0	0	0	0	0	0	0	0.008	0	2.504	0	0	3.09	4.463	0	0	0.149	0.128	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.518	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012	0	0	0	0	0	0	0
2002	IBPE4	221.737	0.113	0	0	0	0	0	0	0	0	0	0	0	0.016	0	0	0	0	0	221.015	0	0	0	0	0	0	0	0	0	0	0	0.255	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0
2003	IBPE4	313.858	0.034	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	309.301	0	0	0	0	0	0	0	0	0	0	0	2.862	0	0	0.956	0.058	0	0	0.005	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022	0	0	0	0	0	0	0
2004	IBPE4	85.945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	IBPE4	91.467	0.992	0	0	0	0	0	0	0	0	0	0.611	0	0	0	0	0	0.018	0	52.385	0	0	0.467	0	0	0	0	0	0	0.018	0	17.83	0	0	13.386	1.65	0	0	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142	0	0	0.6	0	0	0	0	0	0	0.013	0	0.001	0	0	0	0	0	1.138	0	0	0.006	0	0	0	0	0.874	0	0	0	0	0	0	1.12	0	0	0	0	0	0.01	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179	0	0	0	0	0	0	0
2006	IBPE4	61.279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	IBPE4	136.736	18.523	0	0	0	0	0	0	0	0	0	0.398	0	0	0	0	0	0	0	96.388	0	0	0	0	0	0	0	0	0	0	0	0.049	0	0	6.315	11.523	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061	0	0	0.163	0	0	0	0.058	0	0	0	0.146	0	0	0	0	0	0	0.017	0	0	2.587	0	0	0.016	0	0	0.052	0	0	0	0	0	0	0	0	0	0	0	0	0	0.199	0	0	0	0	0	0	0
