Year	site	total	ARIS1	ARNE	ARWR	ASAL	ASNU	ASTE	ASTE1	ASTR1	ASWO	BAAB	BAMU	BAPE	CABA	CACH	CAWR	CHCO	CHST	CRAN	CRCR	CRMI	CRPT	CRYP1	CSDL1	DAPU	DEPI	DIWI	DRCU	DYPE	ERAB	ERBE	ERDI	ERIO1	ERPU	ERRO	ERTR	ESME	EUAL	EUMC	GILI1	GSDL1	HAGR	HOMU	IPLO	IVAM	LEER	LEFE	LEGO	LELA	LEPI1	LEVI	LIBI	LONE	MAFE	MELE	MENT1	MILI	MUPO	NAHI	OEAL	OENO1	OEPR	PENA	PHAC1	PHCO	PLPA	RANE	SAKA	SCAR	SCBR	SELE	SELO	SILE	SPOR1	SPVEG	STAR	STEX	UKFO1	UKFO3	UKFO5	UKGR1	UKGS1	VEWR	XAMI
2008	CALI3	19.412	0	0	0	0	0	0	0	0	0	0.178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	CALI4	0.288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.288	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	CALI4	0.15	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	CALI4	0.262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	CALI4	2.466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62	0	0.054	0	0	0	0	0	0	0	1.733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	CALI4	0.053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	CALI4	12.236	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	12.048	0	0	0	0.001	0	0.023	0	0	0	0	0	0	0	0	0.148	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1996	CALI4	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	CALI4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	CALI4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	CALI4	0.119	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0.001	0.009	0	0	0	0.087	0	0.001	0	0	0.011	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	CALI4	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	CALI4	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	CALI4	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	CALI4	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	CALI4	0.331	0	0	0	0	0	0	0	0	0	0.17	0	0	0	0	0	0	0.04	0	0	0	0	0.025	0	0	0.007	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	CALI4	0.093	0	0	0	0	0	0	0	0	0	0.093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	GRAV	24.732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	GRAV	13.274	0	0	0	0	0	0	0	0	0.005	0.003	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0.196	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	GRAV	21.386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0.022	0	0	0	0	0	0	0	0	0	5.717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0
1993	GRAV	17.837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.809	0	0.298	0	0	0	0	0	0	0	0.791	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	15.828	0	0	0	0	0	0	0.005	0	0	0.057	0	0	0	0	0	0	0	0.048	0	0	0	0	0	0	0	0
1994	GRAV	19.79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	GRAV	13.032	0	0	0	0	0	0	0	0	0	0.034	0	0	0	0	0.467	0	0	0.653	0	0	0	0	0.476	0.001	2.132	0.001	0	0	0.142	0	0.072	0	0	0.004	0.124	0	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0	0	0	0.651	0	0	0	7.583	0	0	0	0	0	0	0.349	0	0	0.011	0	0	0	0	0	0	0	0.317	0	0	0	0	0	0	0	0
1996	GRAV	7.922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	GRAV	7.233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	GRAV	5.097	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.047	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	GRAV	11.143	0	0	0	0	0	0	0	0	0	0.051	0.006	0	0	0	0	0	0	0	0	0	0	0.148	0	0.011	0.706	0	0	0	0.031	0	0.02	0	0	0	0.029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	6.102	0	0	0	0	0	0	3.423	0	0.38	0	0	0	0	0	0	0	0	0.233	0	0	0	0	0	0	0	0
2000	GRAV	8.936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	GRAV	7.903	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0.001	0.001	0.004	0.093	0	0	0	0.187	0	0.014	0	0	0.035	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.362	0	0	0	0	0	0.164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	GRAV	2.512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	GRAV	3.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145	0	0	0	0.001	0.001	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.305	0	0	0	0	0	0.182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	GRAV	1.546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	GRAV	14.362	0	0	0	0	0	0	0	0	0	0	0.003	0	0	1.397	0	0	0	0	0	0	0	0.608	0.001	0.003	3.773	0	0	0	0.003	0	0.026	0	0	0	0.142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0.163	0	0	0	0	0	0	0	0	0	7.741	0	0	0	0	0	0	0	0	0	0	0	0.497	0	0	0	0	0	0	0	0
2007	GRAV	15.027	0	0	0	0	0	0	0	0	0	0	0.232	0	0	0	0	0	0	0	0	0.008	0	0.872	0	0.002	3.925	0	0	0	0	0	0.004	0	0	0.02	0.04	0	0	0	0	0	0	0	0.081	0	0	0	0	0	0	0	0	0	0.163	0	0	0	5.3	0.001	0	0	0	0	4.148	0	0	0	0	0	0	0	0	0	0	0	0.231	0	0	0	0	0	0	0	0
2008	GRAV	7.141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	GRAV1	197.696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0.553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197.133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	GRAV1	112.011	0	0	0	0	0	0	0	0	0	0.076	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0.319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111.514	0	0	0	0	0.019	0	0	0	0	0	0	0	0	0	0	0	0.064	0.016	0	0	0	0	0	0	0	0
1992	GRAV1	125.616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0.368	0	0.006	0.374	0	0	0	0	0	0	1.047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121.067	0	0	0	0	0	0	0	0	0	0	0	0	1.415	0	0	0	0	1.337	0	0	0	0	0	0	0	0
1993	GRAV1	120.255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.407	0	0.323	0	0	0	0	0	0	0	0.611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117.193	0	0	0	0	0	0	0	0	0	0	0	0	0.721	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	GRAV1	101.715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98.537	0	0	0	0	0	0	0	0	0	0	0	0	2.496	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	GRAV1	99.178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.934	0	0	0.205	0	0	0	0	13.036	0.002	1.655	0.085	0	0	0.337	0	0.16	0	0	0.007	0.059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.813	0.002	0	0	79.453	0	0	0	0	0	0	0.543	0	0	0.048	0	0	1.664	0	0	0	0	0.057	0	0	0	0	0	0.118	0	0
1996	GRAV1	71.386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71.382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	GRAV1	72.543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	GRAV1	106.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017	0	0.065	0.051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	GRAV1	58.332	0	0	0	0	0.027	0	0	0	0	0.021	0.012	0	0	12.57	0	0	0	0	0	0	0	0.787	0	0.06	1.299	0	0	0	0.213	0	0.037	0	0	0.007	0.015	0	0.081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.464	0	0	0	37.913	0	0	0	0	0.042	0	2.221	0	0.003	0	0	0	0	0	0	0	0	1.56	0	0	0	0	0	0	0	0
2000	GRAV1	104.604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104.567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	GRAV1	28.871	0	0	0	0	0	0	0	0	0	0	0.034	0	0	0	0	0	0	0	0	0	0	0.013	0.001	0.003	0.651	0	0	0	0.458	0	0.014	0	0	0.022	0.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.628	25.371	0	0	0	0	0	0.549	0	0	0	0	0	0	0	0	0	0	0	0.103	0	0	0	0	0	0	0	0
2002	GRAV1	20.217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	GRAV1	30.59	0	0	0	0	0	0	0.005	0	0	0	0	0	0	2.793	0	0	0	0	0	0	0	0.891	0	0	2.23	0	0	0	0.044	0	0.013	0	0	0.001	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0.163	0	0	0	20.494	0	0	0	0	0	2.088	0	0	0	0	0	0	0	0	0	0	0	1.86	0	0	0	0	0	0	0	0
2004	GRAV1	6.377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	GRAV1	127.247	0	0	0	0	0	0	0	0	0	0	0	0	0	51.677	0.934	0	0	0	0	0	0	3.56	0.022	0.001	10.619	0	0	0	0.13	0	0.073	0	0	0.025	0.143	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0.977	0	0	1.221	15.699	0	0	0	0	0.003	29.567	0	0	0	0.014	0	0	0	0	0	0	0	12.062	0.505	0	0	0.012	0	0	0	0
2006	GRAV1	12.747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	GRAV1	59.756	0	0	0	0	0	0	0	0	0	2.64	1.017	0	0	0	0	0	0	0	0	0	0	1.623	0.001	0	2.107	0	0	0	0	0	0.006	0	0	0.001	0.034	0	0	0	0	0	0	1.609	0	0	0	0	0	0.087	0	0	0	0	0.488	0	0	0	29.446	0	0	0	0	0	1.202	0	0	0	0	0	0	0	0	0	0	0	15.813	0.109	0	0.045	0	0	0	3.528	0
2008	GRAV1	53.779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	GRAV2	188.463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188.142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	GRAV2	63.696	0	0	0	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0.082	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016	0	0	0	0	0	0	0	0
1992	GRAV2	75.809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027	0	0	0	0	0	0	0	0	0	0.636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	GRAV2	52.294	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0	0.001	0	0	0	0	0	0	0	0.576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	GRAV2	86.476	0	0	0	0	0	0	0	0	0	12.929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	GRAV2	44.915	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	1.707	0	0	0	0	0.556	0	0.153	0.011	0	0	0.018	0	0.056	0	0	0.096	0.014	0	0	0	0	0	0	0	0	0	0	0	0.005	0.012	0	0	0	0	0.326	0	0	0	41.097	0	0	0	0	0	0	0.493	0	0	0	0	0	0	0	0	0	0	0.369	0	0	0	0	0	0	0	0
1996	GRAV2	29.993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	GRAV2	81.702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	GRAV2	80.966	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0.354	0.004	0.029	0.047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80.494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013	0	0	0	0	0	0	0	0
1999	GRAV2	85.808	0	0	0	0	0.013	0	0	0	0	0	0.001	0	0	1.397	0	0	0	0	0	0	0	0.084	0.001	0.01	0.347	0.154	0	0	0.003	0	0.007	0	0	0.001	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.326	0	0	0	82.417	0	0	0	0	0	0	1.013	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0
2000	GRAV2	103.691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103.673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	GRAV2	40.036	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0.012	0.022	0.004	0.21	0	0	0	0.005	0	0	0	0	0.034	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.717	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	GRAV2	56.714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56.714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	GRAV2	80.613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106	0	0	1.674	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.87	0	0	0	0	0	0.299	0	0	0.038	0	0	0	0	0	0	0	0	0.606	0	0	0	0	0	0	0	0
2004	GRAV2	62.052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	GRAV2	47.781	0	0	0	0	0	0	0	0	0	0	0.036	0	0	2.794	0	0	0	0	0	0	0	1.014	0.154	0.001	6.744	0	0	0	0	0	0.006	0	0	0.034	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.489	0	0	0	17.284	0	0	0	0	0	12.417	0	0	0	0	0.1	0	0	0	0	0	0	2.416	3.651	0	0	0.636	0	0	0	0
2006	GRAV2	26.292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
