Year	site	total	ALIN	ALLI1	AMCH	APRA	ARGL	ARIS1	ARLO	ARNE	ARPU	ARWR	ASAL	ASMO	ASNU	ASTE	ASTR1	ASWO	BAAB	BAPE	BOER	CAWR	CHCO	CHIN	COCO	CRAN	CRBA	CRCR	CRMI	CRPO	CRYP1	CRYP2	DAPU	DEPI	DYPE	ERAB	ERBE	ERDI	ERDV	ERPU	ERRO	ERTE	ERTR	EUSE	EUST	EVNU	HAGR	HIMU	HODR	HOFF1	HOGL	HYVE	LEER	LEFE	LEGO	LELA	LESQ1	LEVI	LUCO	MAFE	MAPI	MATA	MELE	MENT1	MUAR	MUPO	NAHI	OENO1	PAHA	PAHI	PENA	PHAC1	PHCO	PHIN	PHPO	PLMU	PLPA	RANE	SAKA	SCBR	SELO	SIPH	SOEL	SPAI	SPAN	SPOR1	SPSU	SPVEG	STAR	STEX	TAAN	TAAU	TALI1	TECO	TSDL1	UKFO1	UKFO5	UKFO6	VEWR	VUOC	XASP
1997	TAYL3	225.158	0	0	0	0	0	0	0	6.136	0	0	0	0	0.159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.195	0	0	0	0	0	0	0	0	0	0	0.033	0	0	0	0	0	0	6.627	0	0	3.84	0	0	0	0	0	0	0	0	0	0	0	124.13	0	0	0	0	6.976	0	0	0	0	0	0	0	0	64.476	0	0.115	0	0	0	0	10.471	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	TAYL3	143.198	0	0	0	0	0	6.534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164	0	0	0	0	0	0	0	0	0	0	0.002	107.669	0	0	0	0	0.327	0	0	0	0	0	0	0	0	26.921	0	0.008	0	0	0	0	1.222	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	TAYL3	136.744	0	0	0	0	0	0	0	0	6.136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.527	0	0	0	0	0	0	0	3.321	0	0	0	0	0	0	0	0.115	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	3.75	93.663	0	0	0	0	1.495	0	0	0	0	0	0	0	0	25.564	0	0.033	0	0	0	0	2.136	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	TAYL3	77.043	0	0	0	0	0	1.642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.392	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	TAYL3	111.626	0	0	0	0	0	8.08	1.912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048	0	0	0	0	0	0	0.041	0	0	0	0	0	0	0	0.285	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29	85.792	0	0	0	0	1.265	0	0	0	0	0	0	0	0	12.429	0	0	0	0	0	0	1.475	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	TAYL3	141.82	0	0	0	0	0	0.669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	139.249	0	0	0	0	0.056	0	0	0	0	0	0	0	0	1.708	0	0	0	0	0	0	0.136	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	TAYL3	320.946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036	0	0	0	0	0	0	0	0	0	0	0	0	0	0.446	286.207	0	0	0	0	1.667	0	0	0	0	0	0	0	0	27.067	0	0	0	0	0	0	5.523	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	TAYL3	173.451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.717	0	0	0	0	0	0	0	0	0	0	0	0	0	3.717	138.204	0	0	0	0	2.404	0	0	0	0	0	0	0	0	27.955	0	0	0	0	0	0	0.454	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	TAYL3	571.877	0	0	0	0	0	0	0	0	35.221	0	0	0	0.464	0	0	0	0	0	0	0	0.005	0	8.03	0	0	0	0	0	0	0	0	84.092	0	0	0	0	0	0	0.075	0	0	0	0	0	0	0	0	0	0.832	0	0	0	0	0	0	0	0	0	0	0	0	0	15.772	208.086	0	0	0	0	7.361	0	0	0.581	0	0	0	0	0	66.175	0	0	0	0	0	0	49.635	0	1.171	0	0	0	0	0	0	0	0	0	94.377	0	0
2006	TAYL3	102.973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	TAYL3	801.806	0	0	0	0	0	0	0	0	32.511	0	0	0	1.193	0	0	0	0.034	0	0	0	0.779	0	103.844	0	0	0	0	0	0	0	0	7.089	0	0.005	12.304	0	0	0	8.315	0	0	0	0	0	0	0	0	0	4.097	0	0	0	0	0	0	0	0	0	0	0	0	0	56.015	157.977	0	0	0	0	8.966	13.23	0	4.562	0	0	0	0	0	120.394	0	0.246	0	0	0	0	80.971	0	7.142	0	0	0	0	0	0	0	0	0	182.132	0	0
2008	TAYL3	126.838	0	0	0	0	0	1.594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125.242	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	TAYL4	100.99	0	0	0	0	0	0	8.447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027	0	1.12	0	0	0	0	0	0	0	0	0	0	0	1.395	63.438	0	0	0	0	0.367	0	0	0	0	0	0	0	0	26.196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	TAYL4	76.794	0	0	0	0	0	0	0	0	0	24.065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.97	15.222	0	0	0	0	1.477	0	0	0	0	0	0	0	0	31.843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	TAYL4	157.569	0	0	0	0	0	0	0	0	0	50.679	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.386	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.152	51.045	0	0	0	0	0.615	0	0	0	0	0	0	0	0	48.631	0	0	0	0	0	0	0.056	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	TAYL4	418.818	0	0	0	0	0	0	0	0	0	229.332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.336	2.679	0	0	0	0	0	1.899	0	0	0	23.908	0	0	0	0	0	0	0	0	0	0	0	0	0	6.837	90.255	0	0	0	0	8.568	0	0	0	0	0	0	0	0	47.647	0	0	0	0	0	0	4.357	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	TAYL4	291.553	0	0	0	0	156.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.673	0.174	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	1.905	82.725	0	0	0	0	3.706	0	0	0	0	0	0	0	0.829	38.816	0	0	0	0	0	0	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	TAYL4	220.811	0	0	0	0	0	109.407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041	0	0	0	1.678	90.116	0	0	0	0	0.005	0	0	0	0	0	0	0	0	19.371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	TAYL4	325.009	0	0	0	0	0	0	0	0	0	123.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.841	0	0	0	0	0	0	0.314	0	0	0	0	0	0	0	0	0	0.249	0	0	0	0	0	0	0	0	0	0.543	0	0	0	4.746	128.788	0	0	0	0	2.218	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1996	TAYL4	177.517	0	0	0	0	0	24.224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.721	102.449	0	0	0	0	0	0	0	0	0	0	0	0	0	49.123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	TAYL4	324.504	0	0	0	0	0	0	0	0	0	99.526	0	10.677	0	0	0.066	0	0	0	0	0	0	0	0.841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.663	0	0	0.006	0	0	0	0	0	0	5.428	0	0	0	0	0	0	0	0	0	0	0	0	0	10.485	120.01	0	0	0	0	8.821	0	0	0	0	0	0	0	0	61.13	0	1.714	0	0	0	0.003	1.739	0	0	0	0	0	0	0.149	0	0	0	0	3.246	0	0
1998	TAYL4	254.889	0	0	0	0	0	75.653	0	0	0	0	0.517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045	0	0.026	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53	157.379	0	0	0	0	1.56	0	0	0	0	0	0	0	0	18.945	0	0.131	0	0	0	0	0.014	0	0	0	0	0	0	0	0	0	0	0	0.089	0	0
1999	TAYL4	89.314	0	0	0	0	0	13.945	0	23.826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.566	29.348	0	0	0	0	4.934	0	0	0	0	0	0	0	0	15.408	0	0	0.039	0	0	0	1.175	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	TAYL4	90.619	0	0	0	0	0	2.295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.315	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	TAYL4	138.385	0	0	0	0	0	2.263	0	1.195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.215	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0.872	111.813	0	0	0	0	6.477	0	0	0	0	0	0	0	0	13.233	0	0	0	0	0	0	2.269	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	TAYL4	124.763	0	0	0	0	0	4.032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71	116.196	0	0	0	0	0	0	0	0	0	0	0	0	0	3.777	0	0	0	0.048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	TAYL4	194.973	0	0	0	0	0	7.092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.171	0	0.036	0	0	0	0	0	0	0	0	0	0	0	0	0	4.497	124.326	0	0	0	0	4.81	0	0	0	0	0	0	0	0	41.786	0	0	0	0	0	0	12.255	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	TAYL4	153.382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124	0	0	0	0	0	0	0	0	0	0	0	0	0	1.499	106.872	0	0	0	0	6.031	0	0	0	0	0	0	0	0	37.898	0	0	0	0	0	0	0.908	0	0	0	0	0	0.042	0	0.008	0	0	0	0	0	0
2005	TAYL4	443.872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021	0	0	0	0	0	0	0	0	0	0.209	0	0	0	0	24.694	0	0	0	0	0	0	0.017	0	0	0	0	0	0	0	0.018	0	2.957	0	0	0	0	0	0	0	0	0	0	0	0	0	15.861	35.226	0	0	2.333	0	11.035	0	0.232	0	0	0	0	6.24	0	73.891	0	0	0.154	0	0	0	23.669	0	0	0	0	0	0	0	0	0.047	0	0	247.268	0	0
2006	TAYL4	12.751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	TAYL4	687.742	0	0	0.037	0	0	0	0	0	0	0	0	17.032	0.53	0	0	0	0.059	0	0	0	2.308	0	111.296	0	0	0	0	0	0	0	0	0.532	0.132	0	4.52	0	0	0	33.908	0	0	0	0	0	0	0	0	0	7.843	0	0	0	0	0	0	0	0	0	0	0	0	0	22.176	17.693	0	0	0	0	6.949	0.199	0	0	0	0	0	0	0	193.1	0	0	1.545	0	0	0	13.661	0	0	0	0	0	0	0	0	0	0	0	253.598	0	0.624
2008	TAYL4	1.137	0	0	0	0	0	0	0	0	0	0	0	0.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	WEST	139.101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.039	0	0	0.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072	0	0	0	0	0	0	0	0	134.882	0	0	0	0	0	0	0.018	0	0	0	0.072	0	0	0	0	0	0	0	0	0	0
1990	WEST	130.686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.328	0	0	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147	0	0	0	0	0	0	0	0	122.921	0	0	0	0	0	0	0	0	0	0	0.21	0	0	0	0	0	0	0	0	0	0
1991	WEST	122.881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058	0	0	0	0	0	0	0	0	119.976	0	0	0	0	0	0	0	0	0	0	0.047	0	0	0	0	0	0	0	0	0	0
1992	WEST	153.134	0	0	0	0	0	0	0	0	0	0	0	1.558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0	0	0	17.332	0	0	9.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.571	0	0	0	0	0	0	0	0	108.582	0	2.329	0	0	0	0	0.881	0	0	0	0.136	0	0	0	0	0	0	0	11.065	0	0
1993	WEST	80.223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.611	0	0	0	0	0	0	0	0	0	0	0	0	0	13.749	0	0	0.239	1.397	0	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.421	0	0	0	0	0	0	0	0	63.251	0	0.205	0	0	0	0	0.274	0	0	0	0.068	0	0	0	0	0	0	0	0	0	0
1994	WEST	17.337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	WEST	45.646	0	0	0	0	0	0	0	0	0	0	0	0.156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.922	0	0.052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.415	1.397	0	0	0	0.433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.327	0.033	0.008	0	0	9.45	0	0	0	31.171	0	0.172	0	0	0	0	0.066	0	0	0	0.044	0	0	0	0	0	0	0	0	0	0
1996	WEST	29.391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.641	0	0	0	24.748	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0
1997	WEST	59.019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026	0	0	0	0	8.441	0	0	0	49.45	0	0	0	0	0	0	0	0	0	0	0	0	0.854	0	0	0	0	0	0	0	0
1998	WEST	40.262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101	0	0	0	0	1.45	0	0	0	38.654	0	0.003	0	0	0	0	0	0	0	0	0	0	0.043	0	0	0	0	0	0	0	0
1999	WEST	28.648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.669	0	0	0	0	0.08	0	0	0	0	3.133	0	0	0	24.402	0	0	0	0	0	0	0	0	0	0	0	0	0.053	0	0	0	0	0	0	0	0
2000	WEST	0.021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021	0	0	0	0	0	0	0	0
2001	WEST	14.863	0	0	0	0	0	0	0	0	0	0	0	0	0.066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272	0	0	0	0	3.186	0	0	0	10.761	0	0	0	0	0	0	0	0	0	0	0	0	0.081	0	0	0	0	0	0	0	0
2002	WEST	1.513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.338	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0	0
2003	WEST	51.709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.119	0	0.031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.02	0	0	0	0	5.23	0	0	0	38.576	0	0	0	0	0	0	0.145	0	0	0	0	0	0.301	0	0	0	0	0	0.693	0	0
2004	WEST	26.713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.849	0	0	0	0	0	0	0	0	20.93	0	0	0	0	0	0	0.036	0	0	0	0	0	1.615	0	0	0	0	0	0	0	0
2005	WEST	98.747	0	0	0	0	0	0	0	0	0	0	0	0	12.523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.365	0	0.033	0	0	3.397	0	0	0	0	0	0	0	0	0	0	0	11.611	0	0	0	0	0	0	0	0	0.163	0	0	0	0	0	0	0	0	0	0	1.475	0	0	0	0	0.404	0	0	2.923	54.642	2.04	0	0	0	0	0	2.95	0	0	0	0	0	0.221	0	0	0	0	0	0	0	0
2007	WEST	540.73	0	0	0	92.741	0	0	0	0	0	0	15.373	0	0	0	0	0	0	0	0	0	0	0	28.692	0	0.753	0	0	0	0	0	0	0	0	0.009	0	0.084	0	0	0	0	0	0	0	0	0	0	0	0	6.446	0	0	0	0	38.402	0	0	0	0.163	0	0	0	0	0.677	0	0	0	0	0	1.258	27.247	0	0	13.263	1.005	0	0	0.913	113.856	0.241	0	0	0	0.259	0	29.396	0	0	0	0.23	0	0.043	0	0	0	0	0	169.679	0	0
2008	WEST	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
1989	WEST1	155.171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.336	0	0	0	0	0	2.42	0	0	0	0	0	0	0	0	127.845	0	0	0	0	0	0	0.145	0	0	0	0.162	0	0	0	0	0	0	0	0	0	0
1990	WEST1	147.907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.066	0	0	0	0	0	2.854	0	0	0	0	0	0	0	0	126.231	0	0	0	0	0	0	0.281	0	0	0	0.376	0	0	0	0	0	0	0	0	0	0
1991	WEST1	128.098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.025	0	0	0	0	0	0.31	0	0	0	0	0	0	0	0	113.011	0	0	0	0	0	0	0.276	0	0	0	0.021	0	0	0	0	0	0	0	0	0	0
1992	WEST1	222.406	0	0	0	3.588	0	0	0	0	0	0	0	0	0	1.789	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.926	0	0	3.131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.368	0	0	0	0	8.861	0	0	0	0	0	0	0	0	100.486	0	0.033	0	0	0	0	31.214	0	0	0	0.585	0	0	0	0	0	0	0	8.409	0	0
1993	WEST1	100.856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023	0	0	0	0	0	0	0	0	0	0	0	19.899	0	0	0.039	0	0	0	0	0	0	0	0	0	0	0	0	0	1.136	0	0	0	0	0	3.485	0	0	0	0	0	0	0	0	75.767	0	0.01	0	0	0	0	0.413	0	0	0	0.084	0	0	0	0	0	0	0	0	0	0
1994	WEST1	49.667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.271	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	3.581	0	0	0	0	0	0	0.003	0	0	0	0.007	0	0	0	0	0	0	0	0	0	0
1995	WEST1	64.745	0	0	0	0	0	0	0	0	0	0	0	0	0.498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.755	0	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059	0	0	0	0	0.057	0	0	0	0.325	0	0	0	0	0.27	0	0	0	0	0	2.798	0	0	0	0	31.302	0	0	0	25.408	0	0.016	0	0	0	0	0	0	0.002	0	0.235	0	0	0	0	0	0	0	0	0	0
1996	WEST1	43.253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.082	0	0	0	0	0	0	0	0	0	0	22.926	0	0	0	20.245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
