Year	site	total	AMAR1	AMBL	AMPA	AMPU	APRA	ASCL1	ASNU	ASSU	ASTE1	ASTR1	BAMU	BAPE	CAWR	CHIN	CIOC	COCA	COCO	CRAN	CRCR	CYES	DECO	DEPI	DIWI	ERAB	ERAG1	ERBE	ERDV	ERIG1	EUAL	EUGL	EUMI	EUSE	EUSR	EUST	GAPA	GRSQ	HAGR	HEAN	HECI	HIMU	HODR	HOGL	HYOD	IPLO	IPPU	KAHI	LEFE	LEGO	LEVS	MAFE	NAHI	PAOB	PAOBS	PEPA	PHAC1	PHCO	PHIN	PLMU	PLPA	POOL	PROB1	PSDL1	PSTA	SAKA	SILE	SOEL	SONU	SOOL	SPAI	SPSA	SPSU	TAAN	TALI1	TECO	TILA	UKFO1	UKFO2	UKFO4	UKFO5	VEBR	VEEN	VERB1	VEWR	VUOC
2002	SMAL4	482.811	0	0	0	0	0	0	0	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.442	0	0	0	0	0	0	0	0	0	481.687	0	0	0	0	0	0	0	0	0	0	0	0	0.137	0.525	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	SMAL4	718.832	0	0	0	0	0	0	0	0.302	0	0	0	0	0	0	0	0	0	0	0	0	0	2.666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036	0.036	0	0	0	0	0	0	0	0	0	713.478	0	0	0	0	0	0	0	0	0	0	0	0	0.22	1.332	0.747	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0	0	0	0
2004	SMAL4	1841.138	2.931	0.591	1.551	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66	0.089	0	0	0	0	0	0	0	0	2.204	0.12	0	0	0	0	0	0	0	0	1826.722	0	0	0	0	0	0	0	0	0	0	0	0	1.689	0.923	0	0	0	0	0	0	0	0	0.133	0	0	0	0	0	3.465	0	0.059	0
2005	SMAL4	450.498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445.696	0	0	0	0	0	0	0	0	0	0	0	0	0.617	0	3.552	0	0	0	0	0	0	0	0	0	0	0	0	0	0.087	0	0	0
2006	SMAL4	8.136	0	0	0	0	0	0	0	0.339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.664	0	0	0	0	0	0	0	0	0	7.133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	SMAL4	54.608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.284	0	0	0	0	0	0	0	0	0	1.835	0	0	0	0	0	0	0	0	0	0	0	0	4.012	0	18.486	0	0	0	0	0	0.104	0	0	0	0	0	0	0	21.887	0	0	0
2008	SMAL4	3.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.533	0	0	0	0	0	0	0	0	0	0.154	0	0	0	0	0	0	0	0	0	0	0	0	0.256	0	1.068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	TOBO	120.204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	TOBO	86.869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	TOBO	64.478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.914	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	62.549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	TOBO	587.833	0	0	0	0	0.139	0	0	0	0	0	0	0	0.467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31	0	0	0	0	0	0	0	346.044	0	0.721	14.386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225.766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	TOBO	226.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.445	0	0	0	0	0.011	0	0	0	0	0	0	0	0	0	0	0	0	110.341	0	0.187	2.512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	TOBO	167.343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129.645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	TOBO	72.283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.833	0	0	0	0	0.018	0	0.163	0	0	0	0	0	0.747	0	14.566	0	0	0	0	0	0	0	0	0	0	43.954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1996	TOBO	1.107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	TOBO	98.671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.455	0	0	0	0	0	0	0	0	0	0	20.521	0	0	0.026	0	0	0	0	0	0	0	0	0	0	0	0
1998	TOBO	93.562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.77	0	0	0	0	0	0	0	0	0	0	29.788	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0
1999	TOBO	102.383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.707	0	0	0	0	0	0	0	0	0	0	42.476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	TOBO	1.429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.274	0	0	0	0	0	0	0	0	0	0	1.155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	TOBO	223.39	0	0	0	0	0	0	0.782	0	0	1.325	0.002	0	0	0	0	0	0	0	0	0	0	43.814	0	0.007	0	0	0.106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.968	0	0	0	0	0	0	0.488	0	0	0	0	1.314	0.552	0	59.34	0	0	0	0	0	0	0	0	0	0	83.692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	TOBO	0.179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	TOBO	222.667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159.082	0	0	0	0	0	0	0	0	0	0	63.585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	TOBO	223.107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0.068	0.048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184.373	0	0	0	0	0	0	0	0	0	0	38.512	0	0	0	0.103	0	0	0	0	0	0	0	0	0	0	0
2005	TOBO	519.371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.131	0	0	0	0	0.264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.73	0	0	0	0	0.92	0	0.488	0	0	0	0	0	0	0	276.595	0	0	0	0	0	0	0	0	0	0	138.15	0	0	0	0.014	0	0	0	0	0	0	0	0.079	0	0	0
2007	TOBO	1969.535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216	0	0	0	0	0	0	0	0	11.717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.136	712.288	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	884.955	0	0	0	0	0	0	0	0	0	0	359.148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	TOBO	15.371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	TOBO1	197.155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134.708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	TOBO1	120.658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36.863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	TOBO1	72.226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	TOBO1	491.795	0	0	0	0	0.752	0	0	0	0	0	0	0	0.467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354.787	0	1.47	0.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133.459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	TOBO1	223.461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0.549	0	0	0	0	0	0	0	0	0	0.011	0	0	146.086	0	0.031	1.044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	TOBO1	221.076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163.285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57.791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	TOBO1	86.263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.038	0	0	0	0	0.062	0	0.488	0	0	0	0	0	0.232	0	21.943	0	0	0	0	0	0	0	0	0	0	49.142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1996	TOBO1	1.692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	TOBO1	99.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.062	0	0	0	0	0	0	0	0	0	0	28.298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	TOBO1	56.304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33.469	0	0	0	0	0	0	0	0	0	0	22.835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	TOBO1	121.026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.418	0	0	0	0	0	0	0	0	0	0	60.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	TOBO1	0.577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.332	0	0	0	0	0	0	0	0	0	0	0.245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	TOBO1	192.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.107	0	0	0	0	0.049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.834	0	0	0	0	0	0	0	0	0	0	52.602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	TOBO1	0.164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	TOBO1	193.249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138.512	0	0	0	0	0	0	0	0	0	0	54.737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	TOBO1	212.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155	0	1.359	0	0	0	0	0	0	0	0	0	0	0.22	0	0	0.24	0	0	0	0	0	0	0	0	0	0	0	190.385	0	0	0	0	0	0	0	0	0	0	19.863	0	0	0	0.048	0	0	0	0	0	0	0	0	0	0	0
2005	TOBO1	478.331	0	0	0	0	0	0	0	0	0	0	0	0	0.467	0	0	0	0	0	4.518	0	0	80.381	0	0	0	0	2.237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.089	8.554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275.411	0	0	0	0	0	0	0	0	0	0	85.562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.112
2007	TOBO1	1826.548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.514	0	0	0	0	0	0	0	0	22.182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	530.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1054.889	0	0	0	0	0	0	0	0	0	0	217.653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	TOBO1	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
1989	TOBO2	190.202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75.424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114.778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	TOBO2	142.951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	TOBO2	77.197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.694	0	0	0.064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73.439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	TOBO2	770.133	0	0	0	0	0.841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	541.551	0	4.068	9.304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214.369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	TOBO2	226.534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.802	0	0	0	0	0.447	0	0	0	0	0	0	0	0	0	0	0	0	157.21	0	1.229	2.057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	TOBO2	191.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130.558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	TOBO2	107.578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.636	2.567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.261	0	0	0	0	0	0	0	0	0	0	56.956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1996	TOBO2	0.703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	TOBO2	104.993	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82.95	0	0	0	0	0	0	0	0	0	0	21.714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	TOBO2	109.208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.02	0	0	0	0	0	0	0	0	0	0	28.188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	TOBO2	91.1	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.356	0	0	0	0	0	0	0	0	0	0	31.738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	TOBO2	0.412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.067	0	0	0	0	0	0	0	0	0	0	0.345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	TOBO2	207.953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.506	0	0	58.442	0	0	0	0	0.192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022	19.865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.356	0	0	0	0	0	0	0	0	0	0	59.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	TOBO2	0.308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	TOBO2	175.795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152.554	0	0	0	0	0	0	0	0	0	0	23.241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	TOBO2	226.558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116	0	0	0	1.228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204.615	0	0	0	0	0	0	0	0	0	0	20.599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	TOBO2	409.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.506	0	0	87.877	0	0	0	0	0.712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045	34.167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220.639	0	0	0	0	0	0	0	0	0	0	64.954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	TOBO2	1633.194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.327	0	0	0	0	0	0	0	0	14.267	0	0	0	0	0	0	0	0	0	0	0.19	0	0	0	0	3.059	617.653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	751	0	0	0	0	0	0	0	0	0	0	242.698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	TOBO2	1.358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	TOBO3	215.609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136.696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	TOBO3	131.128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	TOBO3	84.222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.925	0	0	0.006	0	0	0	0	0.036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	TOBO3	936.317	0	0	0	0	10.558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.329	0	0	0	0	0	0	0	0	0	0	0.029	0	0	0	0	0	0	483.963	0	1.648	52.733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386.057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	TOBO3	203.549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.493	0	0	0	0	0.053	0	0	0	0	0	0	0	0	0	0	0	0	131.098	0	0.236	2.531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	TOBO3	200.293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153.489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	TOBO3	134.546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.753	0	0	19.864	0	0	0	0	0	0.031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.809	0	0	0	0	0	0	0.976	0	0	0	0	0	0	0	17.509	0	0	0	0	0	0	0	0	0	0	87.604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
